"ORDERID","USERID","SALESREPPERSONID","CONTACTPERSONID","ORDERDATE","EXPECTEDDELIVERYDATE","CUSTOMERPURCHASEORDERNUMBER","ISUNDERSUPPLYBACKORDERED","PICKINGCOMPLETEDWHEN","LASTEDITEDBY","LASTEDITEDWHEN"
4110,550,20,2299,23-12-01,23-12-04,"11476",1,23-12-05,13,23-12-06
4111,93,13,1185,23-05-13,23-05-14,"14188",1,23-05-15,3,23-05-14
4112,807,20,3007,23-10-31,23-11-09,"16980",1,23-11-03,13,23-11-04
4113,816,7,3016,23-12-21,23-12-30,"14954",1,23-12-23,3,23-12-23
4114,170,13,1339,24-09-27,24-09-29,"16727",1,24-09-29,3,24-09-28
4115,944,7,3144,24-05-20,24-05-28,"16484",1,24-05-25,13,24-05-24
4116,178,16,1355,24-01-26,24-01-30,"18607",1,24-01-29,13,24-01-27
4117,838,13,3038,23-11-19,23-11-22,"16204",1,23-11-22,13,23-11-20
4118,483,15,2165,24-07-06,24-07-14,"10328",1,24-07-07,13,24-07-08
4119,821,14,3021,23-07-30,23-08-02,"16186",1,23-08-01,13,23-08-02
4120,467,8,2133,23-10-15,23-10-20,"10242",1,23-10-18,13,23-10-18
4121,467,3,2133,24-12-21,24-12-28,"14771",1,24-12-23,13,24-12-23
4122,108,8,1215,24-01-16,24-01-20,"16843",1,24-01-18,13,24-01-17
4123,433,16,2065,23-12-14,23-12-18,"16692",1,23-12-18,13,23-12-19
4124,43,20,1085,23-12-09,23-12-10,"18699",1,23-12-14,13,23-12-12
4125,167,3,1333,23-07-25,23-08-03,"18019",1,23-07-27,13,23-07-27
4126,103,15,1205,24-03-05,24-03-10,"17236",1,24-03-06,13,24-03-09
4127,806,6,3006,23-03-04,23-03-10,"18913",1,23-03-09,3,23-03-06
4128,510,13,2219,23-12-17,23-12-24,"16224",1,23-12-21,13,23-12-21
4129,874,2,3074,23-10-28,23-10-31,"14138",1,23-11-01,13,23-10-29
4130,457,13,2113,24-03-29,24-04-04,"14456",1,24-03-30,13,24-04-02
4131,478,2,2155,24-01-30,24-02-03,"13754",1,24-01-31,13,24-02-01
4132,40,3,1079,24-07-31,24-08-02,"11925",1,24-08-05,13,24-08-04
4133,484,16,2167,23-01-25,23-01-29,"14262",1,23-01-29,13,23-01-30
4134,91,3,1181,24-09-12,24-09-17,"15577",1,24-09-14,13,24-09-13
4135,493,20,2185,23-03-24,23-03-26,"10714",1,23-03-27,13,23-03-25
4136,442,8,2083,23-02-07,23-02-16,"12585",1,23-02-10,13,23-02-11
4137,81,13,1161,24-04-17,24-04-24,"17134",1,24-04-18,3,24-04-18
4138,577,2,2353,24-05-12,24-05-14,"17596",1,24-05-16,13,24-05-17
4139,111,14,1221,23-04-24,23-04-26,"18783",1,23-04-26,13,23-04-26
4140,933,7,3133,24-01-07,24-01-16,"18031",1,24-01-10,13,24-01-09
4141,558,6,2315,24-09-04,24-09-10,"15424",1,24-09-06,13,24-09-07
4142,811,20,3011,23-06-16,23-06-26,"10230",1,23-06-20,13,23-06-19
4143,512,7,2223,23-11-15,23-11-20,"14332",1,23-11-16,13,23-11-19
4144,956,14,3156,24-03-03,24-03-12,"19794",1,24-03-07,13,24-03-05
4145,36,15,1071,24-12-01,24-12-03,"14792",1,24-12-03,13,24-12-04
4146,420,8,2039,23-04-12,23-04-17,"17198",1,23-04-15,13,23-04-14
4147,873,20,3073,23-12-29,23-12-31,"10976",1,23-12-31,13,23-12-31
4148,963,20,3163,23-10-16,23-10-23,"10738",1,23-10-18,3,23-10-21
4149,599,2,2397,24-04-10,24-04-18,"10701",1,24-04-13,13,24-04-12
4150,62,13,1123,24-09-28,24-10-04,"19612",1,24-10-01,13,24-09-30
4151,405,13,2009,23-02-15,23-02-17,"10376",1,23-02-19,13,23-02-17
4152,522,8,2243,24-12-07,24-12-11,"14352",1,24-12-08,13,24-12-09
4153,887,16,3087,23-05-14,23-05-22,"18603",1,23-05-19,13,23-05-18
4154,183,13,1365,23-08-05,23-08-13,"11879",1,23-08-08,13,23-08-08
4155,97,7,1193,24-04-19,24-04-25,"12276",1,24-04-22,13,24-04-22
4156,504,6,2207,24-01-19,24-01-28,"19820",1,24-01-22,13,24-01-20
4157,875,16,3075,23-06-01,23-06-06,"13626",1,23-06-06,20,23-06-04
4158,93,13,1185,23-08-31,23-09-03,"14188",1,23-09-02,4,23-09-01
4159,816,7,3016,23-05-05,23-05-07,"14954",1,,3,23-05-09
4160,170,13,1339,23-03-20,23-03-28,"16727",1,23-03-23,17,23-03-22
4161,806,6,3006,24-05-11,24-05-19,"18913",1,,3,24-05-13
4162,81,13,1161,23-01-06,23-01-14,"17134",1,23-01-09,4,23-01-09
4163,963,20,3163,23-07-30,23-08-03,"10738",1,23-08-02,17,23-07-31
4164,567,15,2333,24-10-21,24-10-25,"12223",1,24-10-24,2,24-10-25
4165,24,3,1047,23-04-26,23-04-29,"14849",1,23-04-29,2,23-04-30
4166,821,8,3021,24-06-13,24-06-17,"14124",1,24-06-16,2,24-06-15
4167,868,7,3068,23-04-10,23-04-14,"13196",1,23-04-14,2,23-04-14
4168,474,2,2147,24-07-06,24-07-07,"18788",1,24-07-07,2,24-07-09
4169,895,20,3095,23-01-12,23-01-17,"12372",1,23-01-16,2,23-01-16
4170,44,3,1087,23-08-20,23-08-29,"11108",1,23-08-23,2,23-08-24
4171,502,7,2203,23-09-22,23-09-28,"15018",1,23-09-24,2,23-09-26
4172,593,6,2385,24-09-16,24-09-24,"17528",1,24-09-17,2,24-09-19
4173,466,8,2131,23-08-02,23-08-09,"16398",1,23-08-06,2,23-08-05
4174,430,7,2059,23-10-26,23-10-30,"15722",1,23-10-30,2,23-10-29
4175,450,6,2099,23-01-25,23-02-01,"17907",1,23-01-29,2,23-01-29
4176,468,8,2135,24-06-29,24-07-04,"17206",1,24-06-30,2,24-07-01
4177,75,15,1149,24-07-27,24-07-30,"10195",1,24-07-30,2,24-07-28
4178,439,13,2077,23-06-30,23-07-09,"15849",1,23-07-04,2,23-07-04
4179,123,20,1245,24-10-06,24-10-15,"17576",1,24-10-10,2,24-10-10
4180,141,3,1281,23-02-14,23-02-21,"16740",1,23-02-18,2,23-02-17
4181,58,20,1115,23-01-16,23-01-22,"11511",1,23-01-18,2,23-01-18
4182,132,14,1263,23-10-04,23-10-12,"17260",1,23-10-05,2,23-10-05
4183,197,7,1393,23-04-09,23-04-15,"11427",1,23-04-12,2,23-04-10
4184,865,20,3065,23-08-18,23-08-24,"14928",1,23-08-19,2,23-08-20
4185,951,6,3151,24-09-08,24-09-11,"12734",1,24-09-10,2,24-09-10
4186,844,14,3044,24-04-08,24-04-16,"12513",1,24-04-13,2,24-04-09
4187,534,15,2267,24-02-23,24-02-28,"10294",1,24-02-25,2,24-02-26
4188,45,20,1089,24-12-30,25-01-03,"11133",1,25-01-03,2,24-12-31
4189,871,7,3071,23-06-05,23-06-14,"10755",1,23-06-10,2,23-06-07
4190,194,8,1387,23-07-28,23-07-31,"12765",1,23-07-31,2,23-08-02
4191,828,7,3028,24-09-26,24-09-29,"15660",1,24-09-28,2,24-09-30
4192,33,7,1065,23-11-14,23-11-21,"10782",1,23-11-17,2,23-11-18
4193,868,13,3068,23-01-24,23-01-31,"14367",1,23-01-28,2,23-01-28
4194,441,6,2081,23-11-16,23-11-23,"12816",1,23-11-20,2,23-11-20
4195,195,8,1389,24-11-08,24-11-10,"11756",1,24-11-12,2,24-11-11
4196,851,2,3051,23-06-06,23-06-15,"14562",1,23-06-08,2,23-06-09
4197,980,8,3180,24-01-08,24-01-13,"13857",1,24-01-10,2,24-01-12
4198,831,6,3031,24-06-13,24-06-17,"14248",1,24-06-14,2,24-06-16
4199,550,7,2299,23-08-11,23-08-15,"14075",1,23-08-14,2,23-08-12
4200,76,8,1151,23-12-24,23-12-30,"15497",1,23-12-28,16,23-12-27
4201,570,15,2339,24-12-24,24-12-31,"16653",1,24-12-25,16,24-12-27
4202,879,14,3079,23-02-08,23-02-13,"11074",1,23-02-11,16,23-02-09
4203,855,15,3055,24-12-17,24-12-23,"18440",1,24-12-20,16,24-12-20
4204,401,8,2001,23-03-03,23-03-09,"13616",1,23-03-06,16,23-03-06
4205,516,2,2231,24-02-21,24-02-26,"14796",1,24-02-22,16,24-02-22
4206,873,7,3073,23-04-20,23-04-28,"12436",1,23-04-23,16,23-04-23
4207,561,16,2321,24-12-28,25-01-01,"18840",1,25-01-01,16,25-01-02
4208,951,7,3151,23-07-21,23-07-27,"16183",1,23-07-23,16,23-07-26
4209,100,14,1199,24-09-04,24-09-12,"12884",1,24-09-08,16,24-09-06
4210,198,3,1395,23-10-14,23-10-22,"13180",1,23-10-17,16,23-10-17
4211,35,8,1069,24-11-29,24-12-06,"13119",1,24-11-30,16,24-12-03
4212,822,6,3022,24-10-07,24-10-11,"14828",1,24-10-08,16,24-10-11
4213,860,14,3060,24-08-31,24-09-08,"16355",1,24-09-01,16,24-09-03
4214,912,14,3112,23-09-13,23-09-17,"16841",1,23-09-18,16,23-09-18
4215,444,15,2087,23-02-28,23-03-09,"12062",1,23-03-02,16,23-03-02
4216,64,20,1127,24-12-17,24-12-25,"13771",1,24-12-18,5,24-12-21
4217,1,20,1001,23-09-25,23-09-28,"12468",1,23-09-29,16,23-09-28
4218,999,3,3199,23-06-07,23-06-14,"19350",1,23-06-11,16,23-06-10
4219,537,14,2273,23-05-03,23-05-07,"17681",1,23-05-08,16,23-05-04
4220,403,14,2005,23-02-19,23-02-25,"13873",1,23-02-21,16,23-02-23
4221,929,6,3129,23-05-10,23-05-20,"16058",1,23-05-14,16,23-05-14
4222,115,14,1229,24-09-16,24-09-18,"14510",1,24-09-20,16,24-09-20
4223,488,3,2175,24-06-17,24-06-20,"18957",1,24-06-20,16,24-06-19
4224,867,8,3067,24-03-20,24-03-25,"17442",1,24-03-22,16,24-03-22
4225,831,20,3031,23-01-09,23-01-18,"18263",1,23-01-11,16,23-01-10
4226,501,7,2201,23-03-08,23-03-18,"16510",1,23-03-11,16,23-03-09
4227,553,8,2305,23-03-09,23-03-12,"14196",1,23-03-13,16,23-03-12
4228,843,6,3043,24-10-08,24-10-10,"16806",1,24-10-12,16,24-10-10
4229,932,13,3132,24-11-04,24-11-14,"12271",1,24-11-09,16,24-11-09
4230,961,7,3161,24-12-28,25-01-06,"19140",1,24-12-31,16,24-12-29
4231,53,3,1105,23-12-30,24-01-03,"10898",1,24-01-04,16,24-01-04
4232,66,16,1131,23-08-14,23-08-17,"16922",1,23-08-19,16,23-08-16
4233,128,2,1255,23-04-07,23-04-10,"13893",1,23-04-08,16,23-04-08
4234,584,8,2367,24-01-04,24-01-11,"15236",1,24-01-08,16,24-01-06
4235,848,13,3048,23-05-19,23-05-22,"16555",1,23-05-20,16,23-05-23
4236,559,7,2317,23-08-05,23-08-13,"13586",1,23-08-07,16,23-08-09
4237,912,20,3112,23-03-24,23-03-30,"11608",1,23-03-26,16,23-03-28
4238,451,3,2101,24-01-15,24-01-17,"18733",1,24-01-18,16,24-01-18
4239,177,7,1353,23-06-18,23-06-20,"13089",1,23-06-22,16,23-06-20
4240,95,3,1189,23-04-21,23-04-24,"17043",1,23-04-22,16,23-04-23
4241,569,13,2337,23-11-28,23-12-06,"11991",1,23-12-01,16,23-11-30
4242,941,13,3141,24-07-12,24-07-19,"11955",1,24-07-15,16,24-07-13
4243,8,7,1015,23-05-09,23-05-19,"16190",1,23-05-12,16,23-05-11
4244,476,20,2151,24-05-21,24-05-30,"13501",1,24-05-25,16,24-05-24
4245,120,8,1239,24-10-27,24-10-29,"19234",1,24-10-30,16,24-10-31
4246,808,6,3008,23-06-21,23-06-24,"19487",1,23-06-25,16,23-06-23
4247,983,2,3183,23-10-17,23-10-18,"14836",1,23-10-20,16,23-10-20
4248,942,8,3142,24-09-21,24-09-22,"18029",1,24-09-24,16,24-09-25
4249,449,13,2097,23-02-06,23-02-13,"18655",1,23-02-08,16,23-02-07
4250,585,13,2369,23-09-30,23-10-08,"19738",1,23-10-05,16,23-10-03
4251,932,6,3132,24-02-04,24-02-13,"12927",1,24-02-09,16,24-02-06
4252,586,8,2371,24-12-05,24-12-08,"16626",1,24-12-07,16,24-12-07
4253,540,13,2279,23-05-28,23-06-01,"13414",1,23-05-30,16,23-05-30
4254,106,2,1211,24-01-15,24-01-24,"19092",1,24-01-18,16,24-01-19
4255,427,8,2053,24-09-21,24-09-24,"16363",1,24-09-23,16,24-09-25
4256,474,16,2147,24-04-27,24-04-28,"14343",1,24-05-01,16,24-04-29
4257,833,2,3033,24-03-28,24-04-04,"13096",1,24-03-30,16,24-03-29
4258,116,16,1231,24-03-27,24-04-02,"16291",1,24-03-31,16,24-03-30
4259,130,6,1259,24-09-11,24-09-15,"17875",1,24-09-12,16,24-09-13
4260,405,3,2009,23-11-17,23-11-25,"19405",1,23-11-20,5,23-11-20
4261,107,6,1213,23-10-23,23-10-31,"10781",1,23-10-24,16,23-10-26
4262,887,15,3087,24-10-06,24-10-08,"17819",1,24-10-09,16,24-10-11
4263,197,14,1393,24-07-07,24-07-10,"18817",1,24-07-11,16,24-07-09
4264,126,15,1251,24-06-13,24-06-19,"19746",1,24-06-16,16,24-06-15
4265,64,20,1127,23-12-26,23-12-29,"13771",1,23-12-28,5,23-12-29
4266,405,3,2009,24-05-15,24-05-17,"19405",1,24-05-19,2,24-05-17
4267,157,16,1313,24-05-06,24-05-10,"13594",1,24-05-10,4,24-05-11
4268,194,15,1387,24-05-12,24-05-14,"13330",1,24-05-15,4,24-05-15
4269,60,3,1119,24-11-09,24-11-11,"13479",1,24-11-10,4,24-11-12
4270,874,7,3074,23-03-16,23-03-20,"19156",1,23-03-18,4,23-03-19
4271,875,2,3075,24-10-05,24-10-07,"15682",1,24-10-07,4,24-10-08
4272,11,15,1021,23-01-29,23-02-03,"10113",1,23-02-02,8,23-01-31
4273,483,2,2165,24-02-24,24-02-28,"14646",1,24-02-28,4,24-02-26
4274,477,8,2153,24-08-31,24-09-01,"17206",1,24-09-03,4,24-09-01
4275,969,8,3169,23-02-18,23-02-25,"19858",1,23-02-20,4,23-02-21
4276,818,14,3018,23-05-06,23-05-16,"13957",1,23-05-08,8,23-05-10
4277,828,13,3028,23-07-12,23-07-19,"17269",1,23-07-15,8,23-07-16
4278,135,20,1269,24-07-17,24-07-24,"12167",1,24-07-20,4,24-07-19
4279,466,6,2131,23-08-03,23-08-08,"18014",1,23-08-08,4,23-08-07
4280,998,15,3198,23-11-15,23-11-18,"11178",1,23-11-17,4,23-11-17
4281,64,13,1127,24-03-14,24-03-18,"16792",1,24-03-15,4,24-03-17
4282,145,16,1289,23-05-25,23-05-27,"14100",1,23-05-28,4,23-05-30
4283,585,2,2369,24-06-06,24-06-10,"17591",1,24-06-07,4,24-06-08
4284,936,16,3136,23-05-19,23-05-23,"11681",1,23-05-20,4,23-05-20
4285,536,13,2271,24-06-24,24-07-02,"16964",1,24-06-26,4,24-06-29
4286,946,6,3146,23-02-19,23-02-21,"14159",1,23-02-23,4,23-02-23
4287,910,8,3110,24-06-01,24-06-09,"13336",1,24-06-06,4,24-06-03
4288,428,20,2055,23-09-03,23-09-04,"14449",1,23-09-05,4,23-09-07
4289,486,3,2171,24-12-29,25-01-03,"19011",1,24-12-31,4,25-01-01
4290,850,2,3050,23-01-27,23-02-02,"19400",1,23-01-31,8,23-02-01
4291,444,16,2087,23-02-04,23-02-11,"11829",1,23-02-05,8,23-02-09
4292,992,13,3192,24-12-10,24-12-17,"19665",1,24-12-14,4,24-12-12
4293,532,16,2263,23-02-17,23-02-19,"14910",1,23-02-20,4,23-02-20
4294,190,7,1379,23-10-21,23-10-23,"17169",1,23-10-22,4,23-10-23
4295,954,15,3154,23-03-02,23-03-11,"15963",1,23-03-06,4,23-03-05
4296,68,15,1135,23-04-09,23-04-16,"15480",1,23-04-13,4,23-04-13
4297,1,14,1001,24-07-16,24-07-19,"16702",1,24-07-20,4,24-07-18
4298,499,14,2197,24-09-10,24-09-18,"18199",1,24-09-12,4,24-09-14
4299,159,6,1317,23-09-27,23-09-30,"17771",1,23-10-01,4,23-09-28
4300,854,2,3054,24-07-26,24-07-29,"10636",1,24-07-31,4,24-07-30
4301,801,16,3001,24-08-14,24-08-19,"11486",1,24-08-18,4,24-08-18
4302,820,13,3020,23-04-18,23-04-23,"10778",1,23-04-22,4,23-04-19
4303,961,13,3161,23-09-16,23-09-25,"15795",1,23-09-21,4,23-09-18
4304,26,16,1051,23-05-29,23-06-02,"19994",1,23-06-01,20,23-06-02
4305,11,15,1021,24-10-02,24-10-09,"10113",1,24-10-03,15,24-10-06
4306,818,14,3018,23-09-21,23-09-28,"13957",1,23-09-26,9,23-09-24
4307,828,13,3028,23-09-30,23-10-04,"17269",1,23-10-03,7,23-10-02
4308,850,2,3050,23-09-07,23-09-09,"19400",1,23-09-09,5,23-09-12
4309,444,16,2087,23-08-20,23-08-26,"11829",1,23-08-23,17,23-08-23
4310,499,15,2197,23-03-30,23-04-06,"13793",1,23-04-03,17,23-03-31
4311,866,3,3066,23-02-08,23-02-14,"15750",1,23-02-11,17,23-02-10
4312,823,8,3023,23-03-11,23-03-19,"14269",1,23-03-14,17,23-03-13
4313,166,2,1331,23-01-18,23-01-27,"13694",1,23-01-22,17,23-01-19
4314,431,16,2061,24-10-03,24-10-10,"16075",1,24-10-04,17,24-10-04
4315,986,3,3186,24-05-20,24-05-24,"17529",1,24-05-25,17,24-05-23
4316,422,14,2043,23-12-08,23-12-10,"10635",1,23-12-13,17,23-12-12
4317,503,3,2205,23-11-04,23-11-06,"13438",1,23-11-07,17,23-11-06
4318,174,3,1347,24-12-18,24-12-24,"17822",1,24-12-23,17,24-12-23
4319,450,14,2099,23-08-08,23-08-14,"10264",1,23-08-12,17,23-08-11
4320,986,20,3186,23-12-01,23-12-06,"16735",1,23-12-05,17,23-12-03
4321,96,6,1191,23-07-14,23-07-18,"16801",1,23-07-16,17,23-07-16
4322,101,8,1201,24-06-30,24-07-04,"10440",1,24-07-02,17,24-07-01
4323,819,20,3019,24-09-29,24-10-02,"10671",1,24-10-03,17,24-10-02
4324,431,16,2061,24-05-23,24-05-31,"17884",1,24-05-28,17,24-05-26
4325,190,14,1379,24-06-16,24-06-25,"17398",1,24-06-19,17,24-06-18
4326,199,8,1397,23-08-08,23-08-14,"18613",1,23-08-10,17,23-08-11
4327,974,16,3174,24-01-31,24-02-08,"15169",1,24-02-04,17,24-02-03
4328,97,15,1193,23-04-24,23-05-03,"12069",1,23-04-28,17,23-04-29
4329,992,15,3192,24-06-09,24-06-13,"19486",1,24-06-13,17,24-06-11
4330,70,16,1139,23-09-14,23-09-16,"19688",1,23-09-18,17,23-09-17
4331,973,3,3173,23-10-02,23-10-05,"14713",1,23-10-07,17,23-10-06
4332,74,3,1147,23-07-04,23-07-12,"12860",1,23-07-07,17,23-07-06
4333,14,3,1027,23-11-13,23-11-17,"19287",1,23-11-17,17,23-11-17
4334,444,15,2087,24-12-15,24-12-24,"19694",1,24-12-19,17,24-12-19
4335,458,13,2115,23-04-09,23-04-18,"15968",1,23-04-12,17,23-04-13
4336,943,7,3143,23-05-13,23-05-20,"12783",1,23-05-18,17,23-05-16
4337,589,14,2377,23-11-29,23-12-04,"17510",1,23-12-03,17,23-11-30
4338,981,16,3181,24-08-20,24-08-25,"19398",1,24-08-24,17,24-08-21
4339,480,15,2159,23-02-24,23-02-27,"12243",1,23-02-28,17,23-02-27
4340,935,3,3135,23-08-01,23-08-07,"12879",1,23-08-03,17,23-08-06
4341,45,7,1089,24-12-13,24-12-15,"12819",1,24-12-14,17,24-12-15
4342,923,13,3123,24-06-28,24-07-02,"14355",1,24-07-02,17,24-07-03
4343,118,16,1235,23-05-21,23-05-24,"19649",1,23-05-22,17,23-05-24
4344,166,2,1331,24-06-02,24-06-09,"19437",1,24-06-07,17,24-06-06
4345,978,6,3178,24-05-29,24-06-05,"14901",1,24-06-01,17,24-05-30
4346,434,15,2067,23-06-11,23-06-14,"14963",1,23-06-13,2,23-06-15
4347,957,20,3157,24-01-25,24-01-28,"10680",1,24-01-27,17,24-01-27
4348,810,3,3010,23-11-16,23-11-18,"17444",1,23-11-20,17,23-11-18
4349,880,3,3080,23-02-22,23-03-01,"16976",1,23-02-24,17,23-02-27
4350,901,20,3101,24-12-03,24-12-11,"15075",1,24-12-06,17,24-12-07
4351,933,8,3133,24-06-28,24-07-08,"16860",1,24-07-02,17,24-07-01
4352,409,7,2017,23-04-08,23-04-14,"15874",1,23-04-12,17,23-04-12
4353,873,15,3073,23-01-06,23-01-12,"14878",1,23-01-10,17,23-01-09
4354,162,14,1323,24-07-04,24-07-10,"14997",1,24-07-07,2,24-07-07
4355,939,6,3139,23-11-12,23-11-16,"11857",1,23-11-14,17,23-11-13
4356,981,8,3181,23-10-04,23-10-10,"13986",1,23-10-09,17,23-10-06
4357,996,2,3196,24-11-01,24-11-03,"15069",1,24-11-04,17,24-11-04
4358,804,8,3004,23-10-12,23-10-16,"14795",1,23-10-15,17,23-10-15
4359,514,20,2227,24-04-18,24-04-22,"16416",1,24-04-22,17,24-04-21
4360,66,14,1131,24-08-28,24-08-29,"15368",1,24-08-30,17,24-08-31
4361,563,6,2325,24-07-25,24-08-04,"12795",1,24-07-29,17,24-07-27
4362,963,13,3163,24-02-19,24-02-22,"11690",1,24-02-22,2,24-02-22
4363,151,20,1301,23-02-14,23-02-19,"14994",1,23-02-15,17,23-02-16
4364,590,7,2379,23-07-30,23-08-04,"12851",1,23-08-04,2,23-08-03
4365,481,13,2161,23-03-08,23-03-09,"11542",1,23-03-10,17,23-03-11
4366,557,14,2313,24-12-24,24-12-29,"13591",1,24-12-26,17,24-12-28
4367,193,8,1385,24-08-07,24-08-10,"11408",1,24-08-12,17,24-08-11
4368,888,16,3088,24-02-18,24-02-26,"17086",1,24-02-19,17,24-02-20
4369,167,3,1333,23-09-12,23-09-15,"14041",1,23-09-15,17,23-09-17
4370,847,3,3047,24-08-22,24-08-28,"18308",1,24-08-26,17,24-08-27
4371,907,2,3107,24-03-17,24-03-23,"15442",1,24-03-18,17,24-03-21
4372,837,15,3037,24-06-30,24-07-05,"10170",1,24-07-02,17,24-07-04
4373,850,8,3050,23-09-17,23-09-25,"15420",1,23-09-22,17,23-09-21
4374,413,16,2025,23-12-26,23-12-31,"14067",1,23-12-27,17,23-12-29
4375,152,6,1303,23-05-03,23-05-09,"13718",1,23-05-07,17,23-05-04
4376,545,20,2289,23-01-30,23-02-06,"15037",1,23-02-03,17,23-02-02
4377,110,8,1219,24-04-05,24-04-10,"18942",1,24-04-07,17,24-04-06
4378,801,13,3001,24-12-30,25-01-06,"15878",1,25-01-02,17,25-01-02
4379,816,16,3016,24-03-25,24-03-28,"17922",1,24-03-27,17,24-03-29
4380,846,2,3046,24-08-12,24-08-16,"16409",1,24-08-15,17,24-08-14
4381,81,14,1161,23-01-22,23-01-30,"13569",1,23-01-25,17,23-01-23
4382,54,2,1107,23-07-29,23-08-02,"19840",1,23-08-03,17,23-08-01
4383,601,15,2401,24-09-03,24-09-05,"14845",1,24-09-04,2,24-09-07
4384,106,14,1211,23-07-06,23-07-11,"18947",1,23-07-09,17,23-07-08
4385,878,20,3078,23-02-14,23-02-18,"17537",1,23-02-18,17,23-02-18
4386,444,7,2087,23-02-21,23-03-01,"12390",1,23-02-24,17,23-02-26
4387,918,8,3118,23-01-14,23-01-16,"10839",1,23-01-17,17,23-01-16
4388,524,14,2247,24-09-19,24-09-25,"14579",1,24-09-23,17,24-09-21
4389,598,14,2395,23-10-16,23-10-19,"11169",1,23-10-18,17,23-10-19
4390,53,16,1105,24-11-02,24-11-07,"16948",1,24-11-06,17,24-11-04
4391,434,15,2067,24-04-12,24-04-17,"14963",1,24-04-17,2,24-04-14
4392,162,14,1323,23-05-03,23-05-05,"14997",1,23-05-08,15,23-05-07
4393,963,13,3163,24-01-14,24-01-24,"11690",1,24-01-17,10,24-01-19
4394,590,7,2379,23-03-16,23-03-24,"12851",1,23-03-17,15,23-03-17
4395,601,15,2401,24-08-23,24-09-02,"14845",1,24-08-25,2,24-08-25
4396,433,16,2065,24-09-08,24-09-14,"12207",1,24-09-12,15,24-09-10
4397,522,2,2243,23-08-30,23-09-03,"16673",1,23-09-01,2,23-09-01
4398,186,6,1371,23-01-05,23-01-09,"14400",1,23-01-08,15,23-01-08
4399,103,7,1205,24-05-05,24-05-12,"13696",1,24-05-06,15,24-05-07
4400,916,15,3116,24-07-30,24-08-04,"13765",1,24-08-03,15,24-08-02
4401,31,3,1061,23-02-18,23-02-19,"14684",1,23-02-19,15,23-02-22
4402,79,8,1157,23-11-10,23-11-19,"15468",1,23-11-12,15,23-11-12
4403,34,16,1067,23-04-14,23-04-20,"18892",1,23-04-17,2,23-04-18
4404,989,2,3189,23-02-11,23-02-18,"11344",1,23-02-15,15,23-02-16
4405,167,2,1333,24-04-12,24-04-15,"19276",1,24-04-15,15,24-04-14
4406,89,16,1177,23-09-10,23-09-17,"15288",1,23-09-13,15,23-09-12
4407,825,16,3025,24-06-30,24-07-05,"14563",1,24-07-01,15,24-07-04
4408,112,7,1223,23-05-27,23-06-04,"18714",1,23-05-31,15,23-06-01
4409,824,6,3024,23-01-08,23-01-14,"18488",1,23-01-09,15,23-01-10
4410,930,14,3130,23-10-26,23-11-04,"13512",1,23-10-29,15,23-10-29
4411,43,14,1085,24-08-22,24-08-29,"15094",1,24-08-27,15,24-08-24
4412,154,14,1307,24-11-26,24-11-30,"10342",1,24-11-29,2,24-11-28
4413,175,8,1349,24-11-04,24-11-09,"19032",1,24-11-06,15,24-11-05
4414,902,13,3102,23-01-02,23-01-04,"17365",1,23-01-06,15,23-01-07
4415,35,16,1069,24-01-27,24-01-30,"14619",1,24-01-31,15,24-01-30
4416,586,8,2371,24-04-17,24-04-25,"13331",1,24-04-18,15,24-04-18
4417,477,7,2153,23-03-04,23-03-10,"13751",1,23-03-05,15,23-03-07
4418,816,8,3016,24-03-11,24-03-13,"10850",1,24-03-13,15,24-03-14
4419,950,13,3150,24-08-27,24-08-31,"14332",1,24-08-29,15,24-08-29
4420,886,16,3086,23-01-29,23-01-30,"17167",1,23-02-01,15,23-02-01
4421,486,6,2171,24-11-02,24-11-08,"17474",1,24-11-03,15,24-11-04
4422,453,3,2105,24-08-11,24-08-15,"15094",1,24-08-15,15,24-08-14
4423,16,8,1031,24-08-29,24-09-08,"10567",1,24-09-03,15,24-08-31
4424,78,7,1155,24-07-29,24-08-04,"19096",1,24-08-02,15,24-08-03
4425,166,15,1331,23-07-01,23-07-11,"19879",1,23-07-04,15,23-07-05
4426,848,16,3048,24-02-11,24-02-13,"19980",1,24-02-15,15,24-02-15
4427,522,2,2243,24-08-06,24-08-13,"16673",1,24-08-09,10,24-08-07
4428,34,16,1067,23-03-01,23-03-04,"18892",1,23-03-04,15,23-03-04
4429,154,14,1307,24-08-26,24-09-04,"10342",1,24-08-31,2,24-08-29
4430,585,20,2369,23-04-16,23-04-24,"17266",1,23-04-20,15,23-04-21
4431,934,3,3134,24-02-02,24-02-11,"14444",1,24-02-05,15,24-02-04
4432,404,16,2007,24-06-02,24-06-04,"19734",1,24-06-05,15,24-06-04
4433,103,2,1205,23-09-10,23-09-18,"14931",1,23-09-15,15,23-09-14
4434,538,8,2275,23-05-06,23-05-10,"10314",1,23-05-09,15,23-05-10
4435,870,16,3070,23-05-13,23-05-18,"12273",1,23-05-15,15,23-05-18
4436,53,16,1105,24-02-01,24-02-04,"13738",1,24-02-02,15,24-02-05
4437,1000,2,3200,24-09-06,24-09-14,"11559",1,24-09-09,15,24-09-11
4438,531,6,2261,23-09-26,23-09-30,"14232",1,23-09-30,15,23-09-30
4439,849,15,3049,24-11-04,24-11-05,"13033",1,24-11-08,15,24-11-06
